8287,USP9Y,ubiquitin specific peptidase 9, Y-linked,Yq11.221,Validated
51645,PPIL1,peptidylprolyl isomerase like 1,6p21.2,Highthroughput studies
91749,MFSD4B,major facilitator superfamily domain containing 4B,6q21,Highthroughput studies
57706,DENND1A,DENN domain containing 1A,9q33.3,Highthroughput studies
3620,IDO1,indoleamine 2,3-dioxygenase 1,8p11.21,Highthroughput studies
55186,SLC25A36,solute carrier family 25 member 36,3q23,Highthroughput studies
3054,HCFC1,host cell factor C1,Xq28,Highthroughput studies
10252,SPRY1,sprouty RTK signaling antagonist 1,4q28.1,Highthroughput studies
1295,COL8A1,collagen type VIII alpha 1 chain,3q12.1,Highthroughput studies
78987,CRELD1,cysteine rich with EGF like domains 1,3p25.3,Highthroughput studies
79683,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14,6q25.3,Highthroughput studies
391712,TRIM61,tripartite motif containing 61,4q32.3,Highthroughput studies
9229,DLGAP1,DLG associated protein 1,18p11.31,Highthroughput studies
7453,WARS1,tryptophanyl-tRNA synthetase 1,14q32.2,Highthroughput studies
392390,OR1L6,olfactory receptor family 1 subfamily L member 6,9q33.2,Highthroughput studies
3445,IFNA8,interferon alpha 8,9p21.3,Highthroughput studies
55571,CNOT11,CCR4-NOT transcription complex subunit 11,2q11.2,Highthroughput studies
9528,TMEM59,transmembrane protein 59,1p32.3,Highthroughput studies
55437,STRADB,STE20 related adaptor beta,2q33.1,Highthroughput studies
91012,CERS5,ceramide synthase 5,12q13.12,Highthroughput studies
54221,SNTG2,syntrophin gamma 2,2p25.3,Highthroughput studies
3182,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,5q35.3,Highthroughput studies
55254,TMEM39A,transmembrane protein 39A,3q13.33,Highthroughput studies
5341,PLEK,pleckstrin,2p14,Highthroughput studies
9459,ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6,Xq26.3,Highthroughput studies
53942,CNTN5,contactin 5,11q22.1,Highthroughput studies
221496,LEMD2,LEM domain nuclear envelope protein 2,6p21.31,Highthroughput studies
657,BMPR1A,bone morphogenetic protein receptor type 1A,10q23.2,Highthroughput studies
10758,TRAF3IP2,TRAF3 interacting protein 2,6q21,Highthroughput studies
10238,DCAF7,DDB1 and CUL4 associated factor 7,17q23.3,Highthroughput studies
301,ANXA1,annexin A1,9q21.13,Highthroughput studies
8428,STK24,serine/threonine kinase 24,13q32.2,Highthroughput studies
1798,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,11q23.3,Highthroughput studies
3002,GZMB,granzyme B,14q12,Highthroughput studies
7477,WNT7B,Wnt family member 7B,22q13.31,Highthroughput studies
80237,ELL3,elongation factor for RNA polymerase II 3,15q15.3,Highthroughput studies
6170,RPL39,ribosomal protein L39,Xq24,Highthroughput studies
9475,ROCK2,Rho associated coiled-coil containing protein kinase 2,2p25.1,Highthroughput studies
7352,UCP3,uncoupling protein 3,11q13.4,Highthroughput studies
26121,PRPF31,pre-mRNA processing factor 31,19q13.42,Highthroughput studies
399888,FAM180B,family with sequence similarity 180 member B,11p11.2,Highthroughput studies
27301,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2,Xp11.21,Highthroughput studies
10670,RRAGA,Ras related GTP binding A,9p22.1,Highthroughput studies
139760,GPR119,G protein-coupled receptor 119,Xq26.1,Highthroughput studies
91768,CABLES1,Cdk5 and Abl enzyme substrate 1,18q11.2,Highthroughput studies
92667,MGME1,mitochondrial genome maintenance exonuclease 1,20p11.23,Highthroughput studies
113220,KIF12,kinesin family member 12,9q32,Highthroughput studies
2495,FTH1,ferritin heavy chain 1,11q12.3,Highthroughput studies
80324,PUS1,pseudouridine synthase 1,12q24.33,Highthroughput studies
55894,DEFB103B,defensin beta 103B,8p23.1,Highthroughput studies
112936,VPS26B,VPS26, retromer complex component B,11q25,Highthroughput studies
4050,LTB,lymphotoxin beta,6p21.33,Highthroughput studies
10457,GPNMB,glycoprotein nmb,7p15.3,Highthroughput studies
51444,RNF138,ring finger protein 138,18q12.1,Highthroughput studies
256691,MAMDC2,MAM domain containing 2,9q21.12,Highthroughput studies
1139,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,15q13.3,Highthroughput studies
2181,ACSL3,acyl-CoA synthetase long chain family member 3,2q36.1,Highthroughput studies
23452,ANGPTL2,angiopoietin like 2,9q33.3,Highthroughput studies
1958,EGR1,early growth response 1,5q31.2,Highthroughput studies
1464,CSPG4,chondroitin sulfate proteoglycan 4,15q24.2,Highthroughput studies
9147,NEMF,nuclear export mediator factor,14q21.3,Highthroughput studies
55379,LRRC59,leucine rich repeat containing 59,17q21.33,Highthroughput studies
27429,HTRA2,HtrA serine peptidase 2,2p13.1,Highthroughput studies
221391,OPN5,opsin 5,6p12.3,Highthroughput studies
56937,PMEPA1,prostate transmembrane protein, androgen induced 1,20q13.31,Highthroughput studies
1838,DTNB,dystrobrevin beta,2p23.3,Highthroughput studies
59350,RXFP1,relaxin family peptide receptor 1,4q32.1,Highthroughput studies
6262,RYR2,ryanodine receptor 2,1q43,Highthroughput studies
127550,A3GALT2,alpha 1,3-galactosyltransferase 2,1p35.1,Highthroughput studies
3998,LMAN1,lectin, mannose binding 1,18q21.32,Highthroughput studies
8703,B4GALT3,beta-1,4-galactosyltransferase 3,1q23.3,Highthroughput studies
79645,EFCAB1,EF-hand calcium binding domain 1,8q11.21,Highthroughput studies
100996939,PYURF,PIGY upstream reading frame,4q22.1,Highthroughput studies
4034,LRCH4,leucine rich repeats and calponin homology domain containing 4,7q22.1,Highthroughput studies
10449,ACAA2,acetyl-CoA acyltransferase 2,18q21.1,Highthroughput studies
91582,RPS19BP1,ribosomal protein S19 binding protein 1,22q13.1,Highthroughput studies
55766,H2AJ,H2A.J histone,12p12.3,Highthroughput studies
9462,RASAL2,RAS protein activator like 2,1q25.2,Highthroughput studies
338949,TMEM202,transmembrane protein 202,15q23-q24.1,Highthroughput studies
3854,KRT6B,keratin 6B,12q13.13,Highthroughput studies
51747,LUC7L3,LUC7 like 3 pre-mRNA splicing factor,17q21.33,Highthroughput studies
84154,RPF2,ribosome production factor 2 homolog,6q21,Highthroughput studies
7730,ZNF177,zinc finger protein 177,19p13.2,Highthroughput studies
55915,LANCL2,LanC like 2,7p11.2,Highthroughput studies
1496,CTNNA2,catenin alpha 2,2p12,Highthroughput studies
3040,HBA2,hemoglobin subunit alpha 2,16p13.3,Highthroughput studies
23229,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9,Xq11.1,Highthroughput studies
4629,MYH11,myosin heavy chain 11,16p13.11,Highthroughput studies
347730,LRRTM1,leucine rich repeat transmembrane neuronal 1,2p12,Highthroughput studies
55151,TMEM38B,transmembrane protein 38B,9q31.2,Highthroughput studies
55677,IWS1,interacts with SUPT6H, CTD assembly factor 1,2q14.3,Highthroughput studies
2017,CTTN,cortactin,11q13.3,Highthroughput studies
115703,ARHGAP33,Rho GTPase activating protein 33,19q13.12,Highthroughput studies
54657,UGT1A4,UDP glucuronosyltransferase family 1 member A4,2q37.1,Highthroughput studies
374470,C12orf42,chromosome 12 open reading frame 42,12q23.2-q23.3,Highthroughput studies
57002,YAE1,YAE1 maturation factor of ABCE1,7p14.1,Highthroughput studies
6897,TARS1,threonyl-tRNA synthetase 1,5p13.3,Highthroughput studies
10430,TMEM147,transmembrane protein 147,19q13.12,Highthroughput studies
135114,HINT3,histidine triad nucleotide binding protein 3,6q22.32,Highthroughput studies
30,ACAA1,acetyl-CoA acyltransferase 1,3p22.2,Highthroughput studies
11346,SYNPO,synaptopodin,5q33.1,Highthroughput studies
339983,NAT8L,N-acetyltransferase 8 like,4p16.3,Highthroughput studies
57148,RALGAPB,Ral GTPase activating protein non-catalytic subunit beta,20q11.23,Highthroughput studies
55795,PCID2,PCI domain containing 2,13q34,Highthroughput studies
10200,MPHOSPH6,M-phase phosphoprotein 6,16q23.3,Highthroughput studies
29889,GNL2,G protein nucleolar 2,1p34.3,Highthroughput studies
146894,CD300LG,CD300 molecule like family member g,17q21.31,Highthroughput studies
64421,DCLRE1C,DNA cross-link repair 1C,10p13,Highthroughput studies
11031,RAB31,RAB31, member RAS oncogene family,18p11.22,Highthroughput studies
7802,DNALI1,dynein axonemal light intermediate chain 1,1p34.3,Highthroughput studies
10116,FEM1B,fem-1 homolog B,15q23,Highthroughput studies
55634,KRBOX4,KRAB box domain containing 4,Xp11.3,Highthroughput studies
1506,CTRL,chymotrypsin like,16q22.1,Highthroughput studies
51020,HDDC2,HD domain containing 2,6q22.31,Highthroughput studies
10857,PGRMC1,progesterone receptor membrane component 1,Xq24,Highthroughput studies
7462,LAT2,linker for activation of T cells family member 2,7q11.23,Highthroughput studies
6819,SULT1C2,sulfotransferase family 1C member 2,2q12.3,Highthroughput studies
147746,HIPK4,homeodomain interacting protein kinase 4,19q13.2,Highthroughput studies
84259,DCUN1D5,defective in cullin neddylation 1 domain containing 5,11q22.3,Highthroughput studies
23474,ETHE1,ETHE1 persulfide dioxygenase,19q13.31,Highthroughput studies
26086,GPSM1,G protein signaling modulator 1,9q34.3,Highthroughput studies
22985,ACIN1,apoptotic chromatin condensation inducer 1,14q11.2,Highthroughput studies
79149,ZSCAN5A,zinc finger and SCAN domain containing 5A,19q13.43,Highthroughput studies
10194,TSHZ1,teashirt zinc finger homeobox 1,18q22.3,Highthroughput studies
2705,GJB1,gap junction protein beta 1,Xq13.1,Highthroughput studies
403,ARL3,ADP ribosylation factor like GTPase 3,10q24.32,Highthroughput studies
5431,POLR2B,RNA polymerase II subunit B,4q12,Highthroughput studies
4010,LMX1B,LIM homeobox transcription factor 1 beta,9q33.3,Highthroughput studies
55502,HES6,hes family bHLH transcription factor 6,2q37.3,Highthroughput studies
57555,NLGN2,neuroligin 2,17p13.1,Highthroughput studies
51650,MRPS33,mitochondrial ribosomal protein S33,7q34,Highthroughput studies
23394,ADNP,activity dependent neuroprotector homeobox,20q13.13,Highthroughput studies
197335,WDR90,WD repeat domain 90,16p13.3,Highthroughput studies
54832,VPS13C,vacuolar protein sorting 13 homolog C,15q22.2,Highthroughput studies
7268,TTC4,tetratricopeptide repeat domain 4,1p32.3,Highthroughput studies
10671,DCTN6,dynactin subunit 6,8p12,Highthroughput studies
6604,SMARCD3,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3,7q36.1,Highthroughput studies
140876,RIPOR3,RIPOR family member 3,20q13.13,Highthroughput studies
23648,SSBP3,single stranded DNA binding protein 3,1p32.3,Highthroughput studies
55734,ZFP64,ZFP64 zinc finger protein,20q13.2,Highthroughput studies
85415,RHPN2,rhophilin Rho GTPase binding protein 2,19q13.11,Highthroughput studies
286006,LSMEM1,leucine rich single-pass membrane protein 1,7q31.1,Highthroughput studies
113201,GOLM2,golgi membrane protein 2,15q15.3,Highthroughput studies
51271,UBAP1,ubiquitin associated protein 1,9p13.3,Highthroughput studies
3219,HOXB9,homeobox B9,17q21.32,Highthroughput studies
79692,ZNF322,zinc finger protein 322,6p22.2,Highthroughput studies
84656,GLYR1,glyoxylate reductase 1 homolog,16p13.3,Highthroughput studies
51538,ZCCHC17,zinc finger CCHC-type containing 17,1p35.2,Highthroughput studies
4695,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,5q31.3,Highthroughput studies
2824,GPM6B,glycoprotein M6B,Xp22.2,Highthroughput studies
3601,IL15RA,interleukin 15 receptor subunit alpha,10p15.1,Highthroughput studies
27241,BBS9,Bardet-Biedl syndrome 9,7p14.3,Highthroughput studies
6184,RPN1,ribophorin I,3q21.3,Highthroughput studies
9884,LRRC37A,leucine rich repeat containing 37A,17q21.31,Highthroughput studies
1503,CTPS1,CTP synthase 1,1p34.2,Highthroughput studies
93183,PIGM,phosphatidylinositol glycan anchor biosynthesis class M,1q23.2,Highthroughput studies
57654,UVSSA,UV stimulated scaffold protein A,4p16.3,Highthroughput studies
154865,IQUB,IQ motif and ubiquitin domain containing,7q31.32,Highthroughput studies
79915,ATAD5,ATPase family AAA domain containing 5,17q11.2,Highthroughput studies
2266,FGG,fibrinogen gamma chain,4q32.1,Highthroughput studies
3949,LDLR,low density lipoprotein receptor,19p13.2,Highthroughput studies
29091,STXBP6,syntaxin binding protein 6,14q12,Highthroughput studies
8793,TNFRSF10D,TNF receptor superfamily member 10d,8p21.3,Highthroughput studies
54857,GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,Xq13.1,Highthroughput studies
716,C1S,complement C1s,12p13.31,Highthroughput studies
79132,DHX58,DExH-box helicase 58,17q21.2,Highthroughput studies
6509,SLC1A4,solute carrier family 1 member 4,2p14,Highthroughput studies
10523,CHERP,calcium homeostasis endoplasmic reticulum protein,19p13.11,Highthroughput studies
126432,RINL,Ras and Rab interactor like,19q13.2,Highthroughput studies
84159,ARID5B,AT-rich interaction domain 5B,10q21.2,Highthroughput studies
162993,ZNF846,zinc finger protein 846,19p13.2,Highthroughput studies
63827,BCAN,brevican,1q23.1,Highthroughput studies
10943,MSL3,MSL complex subunit 3,Xp22.2,Highthroughput studies
366,AQP9,aquaporin 9,15q21.3,Highthroughput studies
5777,PTPN6,protein tyrosine phosphatase non-receptor type 6,12p13.31,Highthroughput studies
54490,UGT2B28,UDP glucuronosyltransferase family 2 member B28,4q13.2,Highthroughput studies
7093,TLL2,tolloid like 2,10q24.1,Highthroughput studies
125476,INO80C,INO80 complex subunit C,18q12.2,Highthroughput studies
3988,LIPA,lipase A, lysosomal acid type,10q23.31,Highthroughput studies
7103,TSPAN8,tetraspanin 8,12q21.1,Highthroughput studies
6132,RPL8,ribosomal protein L8,8q24.3,Highthroughput studies
7984,ARHGEF5,Rho guanine nucleotide exchange factor 5,7q35,Highthroughput studies
6372,CXCL6,C-X-C motif chemokine ligand 6,4q13.3,Highthroughput studies
286343,LURAP1L,leucine rich adaptor protein 1 like,9p23,Highthroughput studies
4108,MAGEA9,MAGE family member A9,Xq28,Highthroughput studies
64342,HS1BP3,HCLS1 binding protein 3,2p24.1,Highthroughput studies
91966,EOLA1,endothelium and lymphocyte associated ASCH domain 1,Xq28,Highthroughput studies
949,SCARB1,scavenger receptor class B member 1,12q24.31,Highthroughput studies
8027,STAM,signal transducing adaptor molecule,10p12.33,Highthroughput studies
164237,WFDC13,WAP four-disulfide core domain 13,20q13.12,Highthroughput studies
56999,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,3p14.1,Highthroughput studies
26499,PLEK2,pleckstrin 2,14q23.3-q24.1,Highthroughput studies
5696,PSMB8,proteasome 20S subunit beta 8,6p21.32,Highthroughput studies
9319,TRIP13,thyroid hormone receptor interactor 13,5p15.33,Highthroughput studies
126792,B3GALT6,beta-1,3-galactosyltransferase 6,1p36.33,Highthroughput studies
24147,FJX1,four-jointed box kinase 1,11p13,Highthroughput studies
23526,ARHGAP45,Rho GTPase activating protein 45,19p13.3,Highthroughput studies
150275,CCDC117,coiled-coil domain containing 117,22q12.1,Highthroughput studies
83855,KLF16,Kruppel like factor 16,19p13.3,Highthroughput studies
55670,PEX26,peroxisomal biogenesis factor 26,22q11.21,Highthroughput studies
3809,KIR2DS4,killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4,19q13.42,Highthroughput studies
140460,ASB7,ankyrin repeat and SOCS box containing 7,15q26.3,Highthroughput studies
143884,CWF19L2,CWF19 like cell cycle control factor 2,11q22.3,Highthroughput studies
5055,SERPINB2,serpin family B member 2,18q21.33-q22.1,Highthroughput studies
51400,PPME1,protein phosphatase methylesterase 1,11q13.4,Highthroughput studies
81706,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C,6q25.1,Highthroughput studies
140880,CST11,cystatin 11,20p11.21,Highthroughput studies
151525,WDSUB1,WD repeat, sterile alpha motif and U-box domain containing 1,2q24.2,Highthroughput studies
54361,WNT4,Wnt family member 4,1p36.12,Highthroughput studies
54538,ROBO4,roundabout guidance receptor 4,11q24.2,Highthroughput studies
7051,TGM1,transglutaminase 1,14q12,Highthroughput studies
57338,JPH3,junctophilin 3,16q24.2,Highthroughput studies
5613,PRKX,protein kinase X-linked,Xp22.33,Highthroughput studies
665,BNIP3L,BCL2 interacting protein 3 like,8p21.2,Highthroughput studies
130367,SGPP2,sphingosine-1-phosphate phosphatase 2,2q36.1,Highthroughput studies
7203,CCT3,chaperonin containing TCP1 subunit 3,1q22,Highthroughput studies
57577,CCDC191,coiled-coil domain containing 191,3q13.31,Highthroughput studies
55704,CCDC88A,coiled-coil domain containing 88A,2p16.1,Highthroughput studies
4953,ODC1,ornithine decarboxylase 1,2p25.1,Highthroughput studies
140733,MACROD2,mono-ADP ribosylhydrolase 2,20p12.1,Highthroughput studies
25932,CLIC4,chloride intracellular channel 4,1p36.11,Highthroughput studies
9765,ZFYVE16,zinc finger FYVE-type containing 16,5q14.1,Highthroughput studies
865,CBFB,core-binding factor subunit beta,16q22.1,Highthroughput studies
54826,GIN1,gypsy retrotransposon integrase 1,5q21.1,Highthroughput studies
84248,FYTTD1,forty-two-three domain containing 1,3q29,Highthroughput studies
8339,H2BC8,H2B clustered histone 8,6p22.2,Highthroughput studies
283349,RASSF3,Ras association domain family member 3,12q14.2,Highthroughput studies
10273,STUB1,STIP1 homology and U-box containing protein 1,16p13.3,Highthroughput studies
6588,SLN,sarcolipin,11q22.3,Highthroughput studies
259296,TAS2R50,taste 2 receptor member 50,12p13.2,Highthroughput studies
54943,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28,21q22.11,Highthroughput studies
2918,GRM8,glutamate metabotropic receptor 8,7q31.33,Highthroughput studies
64761,PARP12,poly(ADP-ribose) polymerase family member 12,7q34,Highthroughput studies
128025,WDR64,WD repeat domain 64,1q43,Highthroughput studies
147949,ZNF583,zinc finger protein 583,19q13.43,Highthroughput studies
26471,NUPR1,nuclear protein 1, transcriptional regulator,16p11.2,Highthroughput studies
6019,RLN2,relaxin 2,9p24.1,Highthroughput studies
29103,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15,13q14.11,Highthroughput studies
10400,PEMT,phosphatidylethanolamine N-methyltransferase,17p11.2,Highthroughput studies
133957,CCDC127,coiled-coil domain containing 127,5p15.33,Highthroughput studies
79685,SAP30L,SAP30 like,5q33.2,Highthroughput studies
79612,NAA16,N-alpha-acetyltransferase 16, NatA auxiliary subunit,13q14.11,Highthroughput studies
570,BAAT,bile acid-CoA:amino acid N-acyltransferase,9q31.1,Highthroughput studies
4815,NINJ2,ninjurin 2,12p13.33,Highthroughput studies
9990,SLC12A6,solute carrier family 12 member 6,15q14,Highthroughput studies
23253,ANKRD12,ankyrin repeat domain 12,18p11.22,Highthroughput studies
9370,ADIPOQ,adiponectin, C1Q and collagen domain containing,3q27.3,Highthroughput studies
84267,C9orf64,chromosome 9 open reading frame 64,9q21.32,Highthroughput studies
10795,ZNF268,zinc finger protein 268,12q24.33,Highthroughput studies
221421,RSPH9,radial spoke head component 9,6p21.1,Highthroughput studies
571,BACH1,BTB domain and CNC homolog 1,21q21.3,Highthroughput studies
124,ADH1A,alcohol dehydrogenase 1A (class I), alpha polypeptide,4q23,Highthroughput studies
9531,BAG3,BAG cochaperone 3,10q26.11,Highthroughput studies
4904,YBX1,Y-box binding protein 1,1p34.2,Highthroughput studies
192669,AGO3,argonaute RISC catalytic component 3,1p34.3,Highthroughput studies
10578,GNLY,granulysin,2p11.2,Highthroughput studies
9473,THEMIS2,thymocyte selection associated family member 2,1p35.3,Highthroughput studies
4150,MAZ,MYC associated zinc finger protein,16p11.2,Highthroughput studies
64236,PDLIM2,PDZ and LIM domain 2,8p21.3,Highthroughput studies
54955,C1orf109,chromosome 1 open reading frame 109,1p34.3,Highthroughput studies
80194,TMEM134,transmembrane protein 134,11q13.2,Highthroughput studies
23484,LEPROTL1,leptin receptor overlapping transcript like 1,8p12,Highthroughput studies
80319,CXXC4,CXXC finger protein 4,4q24,Highthroughput studies
158880,USP51,ubiquitin specific peptidase 51,Xp11.21,Highthroughput studies
2060,EPS15,epidermal growth factor receptor pathway substrate 15,1p32.3,Highthroughput studies
3751,KCND2,potassium voltage-gated channel subfamily D member 2,7q31.31,Highthroughput studies
342035,GLDN,gliomedin,15q21.2,Highthroughput studies
23436,CELA3B,chymotrypsin like elastase 3B,1p36.12,Highthroughput studies
8611,PLPP1,phospholipid phosphatase 1,5q11.2,Highthroughput studies
56964,WDR93,WD repeat domain 93,15q26.1,Highthroughput studies
3704,ITPA,inosine triphosphatase,20p13,Highthroughput studies
9344,TAOK2,TAO kinase 2,16p11.2,Highthroughput studies
143098,MPP7,membrane palmitoylated protein 7,10p12.1,Highthroughput studies
9140,ATG12,autophagy related 12,5q22.3,Highthroughput studies
25813,SAMM50,SAMM50 sorting and assembly machinery component,22q13.31,Highthroughput studies
4860,PNP,purine nucleoside phosphorylase,14q11.2,Highthroughput studies
5976,UPF1,UPF1 RNA helicase and ATPase,19p13.11,Highthroughput studies
22904,SBNO2,strawberry notch homolog 2,19p13.3,Highthroughput studies
79077,DCTPP1,dCTP pyrophosphatase 1,16p11.2,Highthroughput studies
123355,LRRC28,leucine rich repeat containing 28,15q26.3,Highthroughput studies
84618,NT5C1A,5'-nucleotidase, cytosolic IA,1p34.2,Highthroughput studies
2026,ENO2,enolase 2,12p13.31,Highthroughput studies
50,ACO2,aconitase 2,22q13.2,Highthroughput studies
128602,C20orf85,chromosome 20 open reading frame 85,20q13.32,Highthroughput studies
84868,HAVCR2,hepatitis A virus cellular receptor 2,5q33.3,Highthroughput studies
1549,CYP2A7,cytochrome P450 family 2 subfamily A member 7,19q13.2,Highthroughput studies
142940,TRUB1,TruB pseudouridine synthase family member 1,10q25.3,Highthroughput studies
22994,CEP131,centrosomal protein 131,17q25.3,Highthroughput studies
7576,ZNF28,zinc finger protein 28,19q13.41,Highthroughput studies
113230,MISP3,MISP family member 3,19p13.12,Highthroughput studies
352954,CASTOR3,CASTOR family member 3,7q22.1,Highthroughput studies
50619,DEF6,DEF6 guanine nucleotide exchange factor,6p21.31,Highthroughput studies
55192,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17,15q15.1,Highthroughput studies
54879,ST7L,suppression of tumorigenicity 7 like,1p13.2,Highthroughput studies
159963,SLC5A12,solute carrier family 5 member 12,11p14.2,Highthroughput studies
79918,SETD6,SET domain containing 6, protein lysine methyltransferase,16q21,Highthroughput studies
284486,THEM5,thioesterase superfamily member 5,1q21.3,Highthroughput studies
54069,MIS18A,MIS18 kinetochore protein A,21q22.11,Highthroughput studies
55591,VEZT,vezatin, adherens junctions transmembrane protein,12q22,Highthroughput studies
7280,TUBB2A,tubulin beta 2A class IIa,6p25.2,Highthroughput studies
149643,SPATA45,spermatogenesis associated 45,1q32.3,Highthroughput studies
79444,BIRC7,baculoviral IAP repeat containing 7,20q13.33,Highthroughput studies
25809,TTLL1,tubulin tyrosine ligase like 1,22q13.2,Highthroughput studies
10981,RAB32,RAB32, member RAS oncogene family,6q24.3,Highthroughput studies
353140,LCE2C,late cornified envelope 2C,1q21.3,Highthroughput studies
79608,RIC3,RIC3 acetylcholine receptor chaperone,11p15.4,Highthroughput studies
5264,PHYH,phytanoyl-CoA 2-hydroxylase,10p13,Highthroughput studies
79698,ZMAT4,zinc finger matrin-type 4,8p11.21,Highthroughput studies
10311,VPS26C,VPS26 endosomal protein sorting factor C,21q22.13,Highthroughput studies
3707,ITPKB,inositol-trisphosphate 3-kinase B,1q42.12,Highthroughput studies
4074,M6PR,mannose-6-phosphate receptor, cation dependent,12p13.31,Highthroughput studies
29086,BABAM1,BRISC and BRCA1 A complex member 1,19p13.11,Highthroughput studies
10994,ILVBL,ilvB acetolactate synthase like,19p13.12,Highthroughput studies
90864,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3,16p13.3,Highthroughput studies
26503,SLC17A5,solute carrier family 17 member 5,6q13,Highthroughput studies
9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,17q25.3,Highthroughput studies
92002,CCNQ,cyclin Q,Xq28,Highthroughput studies
326340,ZAR1,zygote arrest 1,4p11,Highthroughput studies
339327,ZNF546,zinc finger protein 546,19q13.2,Highthroughput studies
161253,REM2,RRAD and GEM like GTPase 2,14q11.2,Highthroughput studies
51427,ZNF107,zinc finger protein 107,7q11.21,Highthroughput studies
56131,PCDHB4,protocadherin beta 4,5q31.3,Highthroughput studies
91133,L3MBTL4,L3MBTL histone methyl-lysine binding protein 4,18p11.31,Highthroughput studies
124460,SNX20,sorting nexin 20,16q12.1,Highthroughput studies
388939,PCARE,photoreceptor cilium actin regulator,2p23.2,Highthroughput studies
51253,MRPL37,mitochondrial ribosomal protein L37,1p32.3,Highthroughput studies
10973,ASCC3,activating signal cointegrator 1 complex subunit 3,6q16.3,Highthroughput studies
29995,LMCD1,LIM and cysteine rich domains 1,3p25.3,Highthroughput studies
140606,SELENOM,selenoprotein M,22q12.2,Highthroughput studies
51265,CDKL3,cyclin dependent kinase like 3,5q31.1,Highthroughput studies
58189,WFDC1,WAP four-disulfide core domain 1,16q24.1,Highthroughput studies
338321,NLRP9,NLR family pyrin domain containing 9,19q13.42,Highthroughput studies
10916,MAGED2,MAGE family member D2,Xp11.21,Highthroughput studies
158724,FAM47A,family with sequence similarity 47 member A,Xp21.1,Highthroughput studies
79089,TMUB2,transmembrane and ubiquitin like domain containing 2,17q21.31,Highthroughput studies
6192,RPS4Y1,ribosomal protein S4 Y-linked 1,Yp11.2,Highthroughput studies
84890,ADO,2-aminoethanethiol dioxygenase,10q21.3,Highthroughput studies
79145,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,8q12.1,Highthroughput studies
9058,SLC13A2,solute carrier family 13 member 2,17q11.2,Highthroughput studies
7171,TPM4,tropomyosin 4,19p13.12-p13.11,Highthroughput studies
150681,OR6B3,olfactory receptor family 6 subfamily B member 3,2q37.3,Highthroughput studies
54482,TRMT13,tRNA methyltransferase 13 homolog,1p21.2,Highthroughput studies
6733,SRPK2,SRSF protein kinase 2,7q22.3,Highthroughput studies
53342,IL17D,interleukin 17D,13q12.11,Highthroughput studies
2693,GHSR,growth hormone secretagogue receptor,3q26.31,Highthroughput studies
353332,KRTAP12-1,keratin associated protein 12-1,21q22.3,Highthroughput studies
254170,FBXO33,F-box protein 33,14q21.1,Highthroughput studies
5868,RAB5A,RAB5A, member RAS oncogene family,3p24.3,Highthroughput studies
337967,KRTAP6-2,keratin associated protein 6-2,21q22.11,Highthroughput studies
27036,SIGLEC7,sialic acid binding Ig like lectin 7,19q13.41,Highthroughput studies
55227,LRRC1,leucine rich repeat containing 1,6p12.1,Highthroughput studies
10266,RAMP2,receptor activity modifying protein 2,17q21.2,Highthroughput studies
51728,POLR3K,RNA polymerase III subunit K,16p13.3,Highthroughput studies
84898,PLXDC2,plexin domain containing 2,10p12.31,Highthroughput studies
340277,FAM221A,family with sequence similarity 221 member A,7p15.3,Highthroughput studies
9806,SPOCK2,SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2,10q22.1,Highthroughput studies
6895,TARBP2,TARBP2 subunit of RISC loading complex,12q13.13,Highthroughput studies
636,BICD1,BICD cargo adaptor 1,12p11.21,Highthroughput studies
84328,LZIC,leucine zipper and CTNNBIP1 domain containing,1p36.22,Highthroughput studies
83899,KRTAP9-2,keratin associated protein 9-2,17q21.2,Highthroughput studies
144608,C12orf60,chromosome 12 open reading frame 60,12p13.1-p12.3,Highthroughput studies
55038,CDCA4,cell division cycle associated 4,14q32.33,Highthroughput studies
6609,SMPD1,sphingomyelin phosphodiesterase 1,11p15.4,Highthroughput studies
130535,KCTD18,potassium channel tetramerization domain containing 18,2q33.1,Highthroughput studies
10296,MAEA,macrophage erythroblast attacher, E3 ubiquitin ligase,4p16.3,Highthroughput studies
